seconds,frequency,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,timestamp_ms,temperature,humidity,sensor_module_id,run_name,trial_id,dataset,session_id,trial_state
43.0,1.0,12495,103374,29583,55543,222759,20555,133748,69599,194354,90542,153129,136948,12317,83166,6326,1460,60671,30183,105084,253820,179680,21818,355243,9680,30431,266593,45040,63187,346025,45262,411644,244658,2022-11-15T15:38:34.372000-05:00,25.11561855670103,49.49505154639175,100360_9606_705204,20221115_1537_agritech_batch2bfusmalljarwater_7_1trials,1,IAF-AGRITECH-BATCH2BFUSMALLJARWATER,2cfe5160-a1d7-41b6-bc11-c2cdc64b75f1,exposure
44.0,1.0,12496,103394,29588,55545,222819,20558,133790,69592,194337,90565,153218,136746,12314,83236,6330,1461,60655,30181,105156,253883,179621,21812,355329,9698,30433,266661,45024,63161,346523,45289,411579,244670,2022-11-15T15:38:35.372000-05:00,25.11,49.58221649484536,100360_9606_705204,20221115_1537_agritech_batch2bfusmalljarwater_7_1trials,1,IAF-AGRITECH-BATCH2BFUSMALLJARWATER,2cfe5160-a1d7-41b6-bc11-c2cdc64b75f1,exposure
45.0,1.0,12497,103418,29618,55571,222789,20563,133727,69608,194386,90588,153309,136517,12315,83280,6333,1459,60671,30168,105394,253855,179709,21813,355254,9720,30428,266691,45010,63164,346879,45297,411601,244624,2022-11-15T15:38:36.372000-05:00,25.12001031991744,49.66003095975232,100360_9606_705204,20221115_1537_agritech_batch2bfusmalljarwater_7_1trials,1,IAF-AGRITECH-BATCH2BFUSMALLJARWATER,2cfe5160-a1d7-41b6-bc11-c2cdc64b75f1,exposure
46.0,1.0,12499,103442,29618,55593,222712,20560,133722,69586,194391,90610,153363,136236,12316,83294,6336,1459,60678,30164,105340,253833,179622,21818,355352,9738,30438,266742,45020,63168,347050,45319,411716,244552,2022-11-15T15:38:37.372000-05:00,25.108699690402478,49.7166253869969,100360_9606_705204,20221115_1537_agritech_batch2bfusmalljarwater_7_1trials,1,IAF-AGRITECH-BATCH2BFUSMALLJARWATER,2cfe5160-a1d7-41b6-bc11-c2cdc64b75f1,exposure
47.0,1.0,12498,103466,29582,55581,222730,20558,133721,69576,194376,90631,153481,136115,12314,83266,6340,1460,60684,30168,105402,253851,179568,21820,355349,9754,30439,266752,45029,63214,347290,45365,411655,244621,2022-11-15T15:38:38.372000-05:00,25.09565082644628,49.77390495867768,100360_9606_705204,20221115_1537_agritech_batch2bfusmalljarwater_7_1trials,1,IAF-AGRITECH-BATCH2BFUSMALLJARWATER,2cfe5160-a1d7-41b6-bc11-c2cdc64b75f1,exposure
48.0,1.0,12500,103496,29585,55580,222805,20559,133802,69557,194356,90625,153586,135919,12313,83301,6345,1461,60718,30165,105499,253955,179541,21823,355461,9768,30438,266659,45044,63212,347324,45406,411716,244689,2022-11-15T15:38:39.372000-05:00,25.117907216494846,49.8238762886598,100360_9606_705204,20221115_1537_agritech_batch2bfusmalljarwater_7_1trials,1,IAF-AGRITECH-BATCH2BFUSMALLJARWATER,2cfe5160-a1d7-41b6-bc11-c2cdc64b75f1,exposure
49.0,1.0,12501,103509,29599,55588,222830,20558,134055,69557,194308,90614,153674,135766,12312,83285,6349,1462,60729,30152,105576,253934,179510,21820,355433,9779,30442,266669,45031,63173,347625,45419,411714,244665,2022-11-15T15:38:40.372000-05:00,25.13,49.86511340206186,100360_9606_705204,20221115_1537_agritech_batch2bfusmalljarwater_7_1trials,1,IAF-AGRITECH-BATCH2BFUSMALLJARWATER,2cfe5160-a1d7-41b6-bc11-c2cdc64b75f1,exposure
50.0,1.0,12498,103510,29602,55630,222770,20559,134013,69561,194242,90624,153682,135668,12312,83281,6348,1460,60692,30154,105606,253989,179713,21823,355429,9794,30460,266682,45011,63163,347765,45448,411743,244631,2022-11-15T15:38:41.372000-05:00,25.12340557275542,49.90637770897833,100360_9606_705204,20221115_1537_agritech_batch2bfusmalljarwater_7_1trials,1,IAF-AGRITECH-BATCH2BFUSMALLJARWATER,2cfe5160-a1d7-41b6-bc11-c2cdc64b75f1,exposure
51.0,1.0,12496,103518,29622,55648,222740,20558,134074,69527,194209,90670,153804,135519,12312,83294,6349,1460,60686,30166,105500,253930,179793,21824,355422,9800,30453,266592,45004,63163,347806,45512,411778,244679,2022-11-15T15:38:42.372000-05:00,25.12,49.926914344685244,100360_9606_705204,20221115_1537_agritech_batch2bfusmalljarwater_7_1trials,1,IAF-AGRITECH-BATCH2BFUSMALLJARWATER,2cfe5160-a1d7-41b6-bc11-c2cdc64b75f1,exposure
52.0,1.0,12496,103522,29589,55637,222741,20557,134078,69516,194255,90649,153779,135476,12314,83266,6356,1460,60701,30168,105433,253980,179747,21819,355498,9810,30451,266651,44997,63137,348070,45530,411690,244576,2022-11-15T15:38:43.372000-05:00,25.11277319587629,49.95168041237113,100360_9606_705204,20221115_1537_agritech_batch2bfusmalljarwater_7_1trials,1,IAF-AGRITECH-BATCH2BFUSMALLJARWATER,2cfe5160-a1d7-41b6-bc11-c2cdc64b75f1,exposure
53.0,1.0,12499,103534,29580,55657,222802,20559,134124,69493,194290,90658,153820,135371,12314,83278,6355,1460,60700,30155,105500,253999,179584,21824,355540,9815,30453,266635,45011,63137,348359,45561,411517,244449,2022-11-15T15:38:44.372000-05:00,25.11,49.99023784901758,100360_9606_705204,20221115_1537_agritech_batch2bfusmalljarwater_7_1trials,1,IAF-AGRITECH-BATCH2BFUSMALLJARWATER,2cfe5160-a1d7-41b6-bc11-c2cdc64b75f1,exposure
